Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_2b18b93a_c102_417d_82cb_f4bbbb1b2cd9_workin_it_out_04_analyze_data?e=2|*|||,SciGirls | Workin' It Out 04: Analyze Data,When doing an investigation it's important to take lots of different measurements. The SciGirls are surprised by the measurements taken by the accelerometers they were wearing while testing their four activities. They decide to look at the results in light of some of the other measurements they took.,PBS LearningMedia,English | Spanish  2013-10-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_2decfdd0_1964_443b_854c_4f72d39c29ad_super_sleuths_04_analyze_evidence?e=3|*|||,SciGirls | Super Sleuths 04: Analyze Evidence,"This SciGirls video shows the girls analyzing some of the evidence collected from the crime scene. When processing evidence it's important to look at everything and make detailed observations without jumping to conclusions. The SciGirls examine suspect interviews, shoes, and handwriting samples to learn ...Show More ",PBS LearningMedia,English | Spanish  2013-10-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_3028f26e_45f6_49ec_ae49_07e7e5893d47_juan_torres?e=4|*|||,"Juan Torres, Energy Systems Analyst","Juan Torres is a Manager of Energy Systems Analysis at Sandia National Laboratories. He answers the question ""Why did you become a scientist?""",PBS LearningMedia,English  2013-12-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_3151f8ea_bbcc_4b6a_a719_4c0fa5d6d8ba_reflecting_on_how_the_land_is_used_l_meecs_land_use_video_lesson_5?e=5|*|||,Reflecting on How the Land is Used l MEECS Land Use: Video Lesson 5,Students examine short readings about individuals’ land use preferences. Students then identify the different views of the land held by different individuals. They compare and contrast these individual views of the land. (This video lesson highlights activities 2 and 3 from lesson 4 of the MEECS Land ...Show More ,PBS LearningMedia,English  2016-06-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_32765648_38c7_4b20_b1b8_451499062aeb_dr_van_romero?e=6|*|||,"Van Romero, Explosives Expert","Dr. Van Romero is Vice President, Professor of Physics at New Mexico Tech. He answers the question ""Why did you become a scientist?""",PBS LearningMedia,English  2014-01-02
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_32cb9e65_a2ae_4a08_a23f_ba0400a15499_bee_haven_01_identify_the_problem?e=7|*|||,SciGirls | Bee Haven 01: Identify the Problem,In this investigation the SciGirls must learn how to set up an urban beehive. They have the initial question but also must be prepared to have new questions as they work through the process.,PBS LearningMedia,English | Spanish  2013-10-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_3759a8ec_be0a_4a32_b5f2_973f75fba050_montana_mosaic_superfund_cleanup_in_montana?e=8|*|||,Montana Mosaic: Superfund Cleanup in Montana,"In many ways the story of the Anaconda Copper Mining Company, through the first seven decades of the 20th century, best illustrates trends in the Montana economy. The Anaconda Company dominated the state’s metals industry and influenced other business sectors. The Company’s ultimate demise tells a larger ...Show More ",PBS LearningMedia,English  2013-11-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_3f8050f4_34ab_420c_8fb9_3472e2d2749f_meecs_energy_resources_l_enlightening_investigation_video_lesson_8?e=9|*|||,MEECS Energy Resources l Enlightening Investigation: Video Lesson 8,"Students will conduct an investigation comparing incandescent light bulbs, compact fluorescent light bulbs, and LED light bulbs to determine energy efficiency. (This video lesson highlights optional activity 2 from lesson 5 of the MEECS Energy Resources Unit.)",PBS LearningMedia,English  2016-11-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_40392031_3845_4df8_bf0b_48cf1380f6ff_meecs_video_lesson_1_ecobio_living_vs_non_living?e=10|*|||,Living vs Nonliving l MEECS Eco Bio Video Lesson 1,The ecosystem concept is developed using the Michigan Department of Natural Resources (MDNR) Non-Game Wildlife posters to identify the living (biotic) and non-living (abiotic) components.,PBS LearningMedia,English  2016-02-08
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_41ae7f54_e09c_4030_83e3_19f1196bb36a_meecs_video_lesson_3_its_all_connected?e=11|*|||,It's All Connected l MEECS Eco Bio Video Lesson 3,"Students work in small groups to identify producers, consumers, and decomposers on the Michigan DNR Non-Game Wildlife posters based on their source of food (the source of energy and building materials). Students answer the essential question: How do living things obtain the energy they need to live? ...Show More ",PBS LearningMedia,English  2016-02-08
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_433d5e7a_2d18_465d_a072_4f857c10d18f_the_shape_of_a_river?e=12|*|||,The Shape of A River,Listen to different perspectives of the Yellowstone River from native Montanans. Students learn the importance of rivers to science and society through this stunning visual story. For further reading and activities see: http://oceanmediainstitute.org/soar,PBS LearningMedia,English  2017-06-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_4582cc29_5bc5_40ff_8953_83d99a731a3c_nano_whats_nano?e=13|*|||,Nano: What's Nano?,"Ebony and Jasmine's mom says that nanotechnology is helping make electronics, like a cell phone, smaller and smaller. That's about all they knew about nanotechnology. But then they caught the Amazing Nano Brothers Juggling Show at the Museum of Science in Boston. It introduced them to the nanoworld and ...Show More ",PBS LearningMedia,English  2011-03-03
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_45dd633e_3121_44cf_8096_1f7a7e2ad0d9_interpret_the_land_use_mini_poster_l_meecs_land_use_video_lesson_nine?e=14|*|||,Interpret the Land Use Mini-Poster l MEECS Land Use Video Lesson 9,"In this lesson, students synthesize information about land use, water, and air from a poster. They discuss and identify ways in which land, water, and air affect ecosystems and the larger environment. (This video lesson highlights activity 3 from lesson 8 of the MEECS Land Use Unit.)",PBS LearningMedia,English  2016-06-24
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_46dcc135_a446_47b6_8af7_47aaedbcffcf_observing_land_use_l_meecs_land_use_video_lesson_1?e=15|*|||,Observing Land Use l MEECS Land Use: Video Lesson 1,"Students are introduced to air photos. They view a neighborhood from a bird’s-eye view, a photo taken from a kite, and answer the following essential questions: How was the air photo taken? What does the air photo show? (This video lesson highlights activity 2 from lesson 1 of the MEECS Land Use Unit.)",PBS LearningMedia,English  2016-06-13
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_47bc4cdb_e272_40fb_9b82_464a7cd49b81_meet_genevieve_smith?e=16|*|||,Meet Genevieve Smith | QUEST,"Learn how Genevieve Smith, a student in Berkeley’s Masters of Development Practice program, is working with engineers to provide efficient stoves for communities in the developing world. This video clip is part of the e-book Engineering is Saving the World with Cookstoves. Access e-book.",PBS LearningMedia,English  2015-02-24
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_47fe9f17_8c9a_4632_abe6_10dcab937ca7_into_the_field_archaeology_field_school_abroad?e=17|*|||,Into the Field: Archaeology Field School Abroad (Full Video),"Into the Field is a documentary that examines the modern methods of archaeology. Filmmakers documented the work of University of South Dakota archaeology students, professors & professional archaeologists at Chavin De Huantar in Peru.",PBS LearningMedia,English  2017-09-12
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_49e07aae_e3b1_403b_9df9_03d1a9a05fb2_meecs_eco_bio_video_lesson_9_indoor_biodiversity_study?e=18|*|||,Indoor Biodiversity Study l MEECS Eco Bio Video Lesson 9,Students use bird habitat information to compare the diversity (focusing on species richness) of birds in several Michigan ecosystems and answer the following essential question: How can we measure biodiversity? (This video lesson highlights activity 3 from lesson 7 of the Michigan Environmental Education ...Show More ,PBS LearningMedia,English  2016-02-11
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_4a920251_79a6_4d62_ab6e_c76067f4ad4d_4a920251_79a6_4d62_ab6e_c76067f4ad4d?e=19|*|||,Scientist Profile: Solar Vehicle Engineer,"This DragonflyTV segment introduces Travis Lee, a mechanical engineer at the University of Minnesota who designs and races solar powered cars. Also available in Spanish.",PBS LearningMedia,English | Spanish  2011-01-19
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_4a9b250d_787d_4da2_898d_2a58e88b51d7_multitasking_mania_02_research?e=0|*|||,SciGirls | Multitasking Mania 02: Research,"Before proceeding with their multitasking experiment the SciGirls need to gather preliminary research from their peers, so they administer a survey to determine what activities students are doing when they are multitasking. From this survey they determine what they want to investigate.",PBS LearningMedia,Spanish | English  2013-10-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_4bee3b90_38e1_4d53_80cf_9673d948e172_robots_to_the_rescue_02_brainstorm_prototype?e=1|*|||,SciGirls | Robots to the Rescue! 02: Brainstorm & Prototype,A good strategy when brainstorming is to come up with as many ideas as possible and then narrow them down to what you can test. The SciGirls brainstorm lots of different ideas about how outgoing and reserved robots might act.,PBS LearningMedia,English | Spanish  2013-10-10
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_515ee7d7_6c9f_40e5_8ba2_052e90367641_x_ray_microscope_seeing_cells_in_3d?e=2|*|||,X-ray Microscope: Seeing Cells in 3D,"Meet scientists in Berkeley who have developed a powerful new microscope which uses x-rays to scan a whole cell and in a manner of minutes, generate a 3D view of the cell and its genetic material. This groundbreaking tool is helping to advance research into the development of biofuels, the treatment ...Show More ",PBS LearningMedia,English  2013-12-10
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_549d2d8d_dfe7_415e_876e_e4bc1a9d48c4_microscopes_for_the_masses?e=3|*|||,Microscopes for the Masses | QUEST,"How can engineering save lives? In places like Asia, Latin America and Africa, populations are often prone to diseases that are spread by microbes which cannot be seen by the naked eye. How, then, can their diseases be diagnosed and treated? Traditional microscopes are expensive to use and repair, so ...Show More ",PBS LearningMedia,English  2015-05-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_54a439e6_160e_41f3_af12_f917bdf9b48a_nature_in_the_balance_co2_sequestration_co2_green_house_gas?e=4|*|||,Nature in the Balance | CO2 Sequestration | CO2 Green House Gas,Learn about carbon dioxide and its function in the atmosphere.,PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_574217a4_8a9d_4dd9_a1d0_300f27d9aebe_574217a4_8a9d_4dd9_a1d0_300f27d9aebe?e=5|*|||,Nano: Surface Area,"Lara and Anushua are nuts about baking! They headed to the Baking Lab at the Mill City Museum in Minneapolis where they made sugar cookies. While the cookies were in the oven, they sat in on a demonstration about the explosive nature of flour dust. Turns out that flour mixed in the air was more explosive ...Show More ",PBS LearningMedia,English | Spanish  2011-03-03
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_57920b44_ea2a_4d89_ada2_a6593075b5dc_super_sleuths_01_identify_the_problem?e=6|*|||,SciGirls | Super Sleuths 01: Identify the Problem,This SciGirls video demonstrates the beginning stage in investigating a crime scene. The SciGirls get called to a crime scene and have to figure out who committed the crime. They begin by learning about the stolen item and possible suspects.,PBS LearningMedia,English | Spanish  2013-10-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_58251cf1_1ba3_4a40_b12a_ac9d07b01ab6_mmeecs_ecobio_video_lesson_7_illustrate_interdependence_within_a_mi_forest_ecosystem?e=7|*|||,Illustrate Interdependence Within A MI Forest Ecosystem l MEECS Eco Bio Video Lesson 7,"Students use a ball of twine to create a forest ecosystem “web of life,” illustrating interdependence within a natural community and the importance of diversity within it. Students answer the following essential question as they investigate Michigan’s biodiversity and its importance: Why is biodiversity ...Show More ",PBS LearningMedia,English  2016-02-10
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_589500d0_aee4_4742_8d41_9e8a9e6fdc33_nc_science_now_50_shades_of_green?e=8|*|||,50 Shades of Green/NC Science Now,Researchers use space age greenhouses to apply and test high-tech science in hopes of helping farmers produce higher yields that are also drought and disease resistant.,PBS LearningMedia,English  2016-10-12
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_596df42a_1edd_474d_9b3a_ea53a06ff6e4_meecs_climate_change_l_community_conversation_video_lesson_9?e=9|*|||,MEECS Climate Change l Community Conversation: Video Lesson 9,Students participate in a class-wide dialogue after conducting research on one of many Michigan personas about their views and solutions to climate change. (This video lesson highlights activities 3 and 4 from lesson 13 of the MEECS Climate Change Unit.),PBS LearningMedia,English  2016-08-19
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_5a26046a_6c87_4798_b9d3_76b8f81ecff5_career_spotlight_insulation_and_coatings_technician?e=10|*|||,Career Spotlight: Insulation and Coatings Technician,"Meet Samuel Weatherwax, an insulation and coatings technician for The Geysers, the largest geothermal power project in the world. Located northeast of San Francisco, the plant is owned by an independent power company called Calpine Corporation. Weatherwax joined the team at The Geysers four years ago ...Show More ",PBS LearningMedia,English | Spanish  2014-03-03
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_5a84c19f_e238_49d0_8509_4880e58ea97e_5a84c19f_e238_49d0_8509_4880e58ea97e?e=11|*|||,How a Wind Turbine Works,"Follow a class of students as they learn how a wind turbine produces power. A wind turbine has 3 parts that we can see: the tower, the blades and a box behind the blades, called the nacelle. Wind energy spins the blades on a wind turbine which generates electricity.",PBS LearningMedia,English  2010-09-15
