Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31282190328765644816590_31282176958405836815648_31282176958405836815648?e=1|*|||,प्रकाश के खेल,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31282190328765644816591_31282176958405836815648_31282176958405836815648?e=2|*|||,फसल: उत्पादन एवं प्रबंधन,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31282190328765644816592_31282176958405836815648_31282176958405836815648?e=3|*|||,ईंधन : हमारी जरूरत,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31282190328765644816593_31282176958405836815648_31282176958405836815648?e=4|*|||,कोशिकाएँ : हर जीव की आधारभूत संरचना,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31282190328766464016594_31282176958405836815648_31282176958405836815648?e=5|*|||,जन्तुओं में प्रजनन,N/A,DIKSHA,Hindi  2020-08-22
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054898?e=6|*|||,"Microorganisms: Friend and Foe- 1 (Video Lessons) Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054899?e=7|*|||,"Microorganisms: Friend and Foe- 2 Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054900?e=8|*|||,"Plastics and Fibres Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054902?e=9|*|||,"Coal and Petroleum (Video Lessons) Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054904?e=10|*|||,"Conservation of Plants and Animals (Video Lessons) Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054905?e=11|*|||,"Cell- Structure and Functions Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054907?e=12|*|||,"Force and Pressure: Part- 1 Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054908?e=13|*|||,"Force and Pressure: Part- 2 Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054909?e=14|*|||,"Sound (Video Lessons) Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054910?e=15|*|||,"Some Natural Phenomena Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054911?e=16|*|||,"Light: Class VIII Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/2022054912?e=17|*|||,"Pollution of Air and Water (Video Lessons) Class VIII, Science",N/A,Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/kv_arga/kvsagra/IN__K_V_S_A__1_C_V__17_V_L__5_S__55_113?e=18|*|||,Class VIII Science Video Lessons,"This section consists of Science video lessons for Class VIII prepared by subject teachers of Kendriya Vidyalaya Sangathan Agra Region. These video lessons describe the following chapters such as Crop Production and Management, Microorganisms: Friend and Foe, Plastics and Fibres, Materials Metals and ...Show More ",Kendriya Vidyalaya Sangathan (Agra Region),English
http://ndl.iitkgp.ac.in/se_document/learnbix/learnbix/9cbr3xwaepm?e=19|*|||,Combustion and Flame - Introduction,"This video lecture discusses about combustion, combustible substance, supporter of combustion, ignition temperature, inflammable substances, conditions necessary for combustion, ignition temperature of different materials etc.",LearnBix,English
http://ndl.iitkgp.ac.in/se_document/learnbix/learnbix/u_e_c_zd1ps?e=0|*|||,Introduction & physical properties of metals,In this video students will learn more about the introduction to metals and non-metals and the physical properties of metals.,LearnBix,English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/aerogelvideo0?e=1|*|||,Aerogel Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/atoms_atoms_training_guide_and_materialsvideo0?e=2|*|||,Atoms to Atoms Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/big_fish_little_fishvideo0?e=3|*|||,"Big Fish, Little Fish Biomagnification",N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/biobarcodes_antibodies_and_nanosensorsvideo0?e=4|*|||,Biobarcodes Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/building_biology_bio_bistrovideo0?e=5|*|||,Bio Bistro Training Video - Building with Biology,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/building_biology_introduction_synthetic_biology_and_society_videovideo1?e=6|*|||,Building with Biology: Introduction to Synthetic Biology and Society - Spanish Subtitles,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/building_biology_see_dnavideo0?e=7|*|||,See DNA Training Video - Building with Biology,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/building_biology_super_organismsvideo0?e=8|*|||,Super Organisms Training Video - Building with Biology,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/building_biology_tech_tokensvideo0?e=9|*|||,Tech Tokens Training Video - Building with Biology,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/building_biology_virex_deliveryvideo0?e=10|*|||,Virex Delivery Training Video - Building with Biology,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/chemistry_makes_scentsvideo0?e=11|*|||,Chemistry Makes Scents Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/explore_science_lets_do_chemistry_training_videosvideo1?e=12|*|||,Build A Battery Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/explore_science_lets_do_chemistry_training_videosvideo10?e=13|*|||,Molecules In Motion Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/explore_science_lets_do_chemistry_training_videosvideo3?e=14|*|||,Chemistry is Colorful Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/explore_science_lets_do_chemistry_training_videosvideo4?e=15|*|||,Gum and Chocolate Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/explore_science_lets_do_chemistry_training_videosvideo6?e=16|*|||,What's In the Water? Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/explore_science_lets_do_chemistry_training_videosvideo7?e=17|*|||,Sublimation Bubbles Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_materials_liquid_crystalsvideo0?e=18|*|||,Liquid Crystals,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_products_liquid_crystal_displaysvideo0?e=19|*|||,Exploring Products - Liquid Crystal Displays (NanoDays Training Video),N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_properties_electric_squeezevideo0?e=0|*|||,Exploring Properties - Electric Squeeze,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_properties_heat_transfervideo0?e=1|*|||,Exploring Properties - Heat Transfer,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_solar_system_hide_and_seek_moon_2018video1?e=2|*|||,Exploring the Solar System: Hide and Seek Moon Content Training Video from the Explore Science: Earth & Space 2018 Toolkit,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_solar_system_magnetic_fields_2018video0?e=3|*|||,Exploring the Solar System: Magnetic Fields Activity Training Video from the Explore Science: Earth & Space 2018 Toolkit,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_solar_system_magnetic_fields_2018video1?e=4|*|||,Exploring the Solar System: Magnetic Fields Content Training Video from the Explore Science: Earth & Space 2018 toolkit,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_structures_dna_nanodays_2012video0?e=5|*|||,Exploring Structures- DNA (NanoDays Training Video),N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_tools_transmission_electron_microscopesvideo0?e=6|*|||,Exploring Tools - Transmission Electron Microscopes,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_universe_static_electricity_2019video0?e=7|*|||,Exploring the Solar System: Static Electricity Activity Training Video from the Explore Science: Earth & Space 2019 Toolkit,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/exploring_universe_static_electricity_2019video1?e=8|*|||,Exploring the Solar System: Static Electricity Content Training Video from the Explore Science: Earth & Space 2019 Toolkit,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/nise_network/nisenet/forms_carbonvideo0?e=9|*|||,Forms of Carbon Training Video,N/A,National Informal STEM Education Network (NISE Net),English
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_00210eed_a647_4871_9bd0_4b819f90e621_meecs_air_quality_l_making_decisions_about_air_quality_video_lesson_ten?e=10|*|||,MEECS Air Quality l Making Decisions About Air Quality: Video Lesson 10,Students learn that solving environmental issues involves a diversity of stakeholders and that everyone can contribute to solutions to air pollution problems through a role-playing exercise. Check out the video exclusive limbo game warm up in this lesson (see support materials section)! (This video lesson ...Show More ,PBS LearningMedia,English  2016-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_00512faf_9681_462b_96b3_97b8724ad8e1_professor_joy_reidenberg?e=11|*|||,Professor Joy Reidenberg,"Find out more about the enthusiastic, scalpel-wielding anatomist, Joy Reidenberg from Inside Nature's Giants. She loves nothing more than being knee deep in a dissection! In these videos, Joy discusses why she studies animals and loves to dissect them, women in the field of science, career advice and ...Show More ",PBS LearningMedia,English  2013-05-31
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_006294f8_10b3_4515_8271_5201b23ad22e_indirect_and_direct_uses_of_water_l_meecs_water_quality_video_lesson_3?e=12|*|||,Indirect and Direct Uses of Water l MEECS Water Quality: Video Lesson 3,"This lesson focuses on how we use water in our daily lives. Students predict their daily water use and then identify direct uses of water (drinking, bathing, and cleaning) and indirect uses of water (electricity and products). Students consider how water is an essential component of Michigan’s economy ...Show More ",PBS LearningMedia,English  2016-03-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_015b9c6c_cb07_4d2e_89ae_4f7b73fa37a3_fast_forward_launch_pad_southwire?e=13|*|||,Southwire | Fast Forward Launch Pad,"We extended our search for Georgia STEM careers to the west side of the state with a visit to Southwire, the largest manufacturer of wire and cable in North America. We covered the types of careers available at Southwire, with a focus on Southwire's Engineering Academy for high school students.",PBS LearningMedia,English  2014-04-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_01c676bf_c38a_4300_b2dc_aae6b8bc32e7_underwater_eco_adventure_04_analyze?e=14|*|||,SciGirls | Underwater Eco-Adventure 04: Analyze,There are many ways to analyze the results of an experiment. One way to visualize data that was collected is to put it into a graph. The SciGirls average their data sets and use a bar graph to help them see trends in the data and make interpretations.,PBS LearningMedia,English | Spanish  2013-10-10
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_01c9683d_4d8e_401f_aec1_4550a229bc9c_career_connections_radiologist?e=15|*|||,Career Connections | Radiologist,"See fascinating images of the human heart with a cardiac radiologist who looks closely at ultrasounds, MRIs, & CT scans to diagnose heart problems.",PBS LearningMedia,English  2015-10-08
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_01e4c349_d3c5_4387_b446_95189ddfb96d_researching_insects_in_africa?e=16|*|||,Researching Insects in Africa,"Hear from Dr. Piotr Naskrecki about his research in entomology and his passion for exploring the amazing world of insects. Piotr studies and photographs wildlife in Gorongosa National Park, and his inspirational message about biology, field research, and discovery leads him to continue an exciting mission ...Show More ",PBS LearningMedia,English  2015-07-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_01e8be84_46e5_45d3_982a_d24690b4beab_the_importance_of_forgetting?e=17|*|||,The Importance of Forgetting,"Learn how Anandamide, a compound produced by the human brain that shares properties with THC, plays an important role in appetite, pain and memory. Consider the biological benefits of forgetting.",PBS LearningMedia,English  2014-02-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_022d25ab_d507_47c1_bd77_8c96de417318_mn_original_assemblage_artist_jan_elftmann?e=18|*|||,MN Original | Assemblage Artist Jan Elftmann,Learn how Jan Elftmann’s penchant for collecting objects shines through in all of her work. She makes art approachable for the every day person in her playful assemblage work and eye-catching art cars. Elftmann helped found the Minnesota ArtCar Parade after she completed her first art car–a pick up truck ...Show More ,PBS LearningMedia,English  2015-08-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_025e040d_09db_4fae_b72f_695194e62642_dra_omayra_ortega_analista_de_datos_data_analyst?e=19|*|||,SciGirls | Dra. Omayra Ortega: Analista de Datos / Data Analyst,"Dr. Omayra is a data analyst doing research to improve health outcomes. NOTE: Video is in English, with subtitles in both Spanish and English.",PBS LearningMedia,English  2019-08-16
