Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3130977190444810241460_3130977054606213121190_3130977054606213121190?e=17|*|||,పూర్ణాంకాలు,N/A,DIKSHA,Telugu | English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3130977201936711681570_3130977054606213121190_3130977054606213121190?e=18|*|||,గ.సా.కా - క.సా.గు,N/A,DIKSHA,English | Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3130977231581511681119_3130977054606213121190_3130977054606213121190?e=19|*|||,పూర్ణసంఖ్యలు,N/A,DIKSHA,English | Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3130977261412352001173_3130977054606213121190_3130977054606213121190?e=0|*|||,భిన్నాలు - దశాంశ భిన్నాలు,N/A,DIKSHA,English | Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3130977386513448961467_3130977054606213121190_3130977054606213121190?e=1|*|||,బీజ గణిత పరిచయం,N/A,DIKSHA,English | Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3130977426238504961197_3130977054606213121190_3130977054606213121190?e=2|*|||,జ్యామితీయ భావనలు,N/A,DIKSHA,English | Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3130977464829378561475_3130977054606213121190_3130977054606213121190?e=3|*|||,ద్విమితీయ - త్రిమితీయ ఆకారాలు,N/A,DIKSHA,Telugu | English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3130977464829542401481_3130977054606213121190_3130977054606213121190?e=4|*|||,చుట్టుకొలత - వైశాల్యం,N/A,DIKSHA,Telugu | English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3130977464829624321483_3130977054606213121190_3130977054606213121190?e=5|*|||,దత్తాంశ నిర్వహణ,N/A,DIKSHA,English | Telugu  2022-09-07
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3130977464829706241485_3130977054606213121190_3130977054606213121190?e=6|*|||,ప్రాయోజిక జ్యామితి,N/A,DIKSHA,Telugu | English  2022-09-07
http://ndl.iitkgp.ac.in/se_document/filo/filo/368910?e=7|*|||,Solutions for Algebraic Expression: 3 (Class VI Mathematics Miscellaneous Questions),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/368918?e=8|*|||,Solutions for Geometry: 1 (Class VI Mathematics Miscellaneous Questions),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/368919?e=9|*|||,Solutions for Lines: 1 (Class VI Mathematics Miscellaneous Questions),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/368922?e=10|*|||,Solutions for Curves: 1 (Class VI Mathematics Miscellaneous Questions),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/368948?e=11|*|||,Solutions for Decimal Number: 1 (Class VI Mathematics Miscellaneous Questions),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/368951?e=12|*|||,Solutions for Decimal: 1 (Class VI Mathematics Miscellaneous Questions),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/368952?e=13|*|||,Solutions for Adding Decimal Numbers: 1 (Class VI Mathematics Miscellaneous Questions),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/368954?e=14|*|||,Solutions for Lowest Form: 1 (Class VI Mathematics Miscellaneous Questions),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/368962?e=15|*|||,Solutions for Representing Decimal on Number Line: 1 (Class VI Mathematics Miscellaneous Questions),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/368991?e=16|*|||,Solutions for Least Common Multiple: 1 (Class VI Mathematics Miscellaneous Questions),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_2_step_estimation_problem_marbles_hindi?e=17|*|||,2-step estimation problem: marbles (Hindi),Supriya solves a 2-step estimation word problem.,Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_3_digit_times_1_digit_example_no_carrying?e=18|*|||,Multiplying 3-digit by 1-digit,"Learn to multiply a 3-digit number by a 1-digit number without regrouping. In this video, we will multiply 4x201.",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_4_digit_times_1_digit_example?e=19|*|||,Multiplying 4-digit by 1-digit (regrouping),"Learn to multiply a 4-digit number by a 1-digit number. In this video, we will multiply 8085 times 9.",Khan Academy,English  2017-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_absolute_value_1?e=0|*|||,Identify and order absolute values,Use a number line to find absolute value and then order absolute values from least to greatest.,Khan Academy,English  2016-09-29
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_absolute_value_as_distance_between_numbers?e=1|*|||,Absolute value as distance between numbers,"In this video, we think about what a-b really means, and we verify that a-b = b-a by looking at an example.",Khan Academy,English  2017-03-20
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_absolute_value_as_distance_between_numbers_hindi?e=2|*|||,Absolute value as distance between numbers (Hindi),"In this video, we think about what a-b really means, and we verify that a-b = b-a by looking at an example.",Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_absolute_value_examples_hindi?e=3|*|||,Absolute value examples (Hindi),"Learn how to find the absolute value of 5, -10, and 12.",Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_absolute_value_of_integers?e=4|*|||,Absolute value examples,"Learn how to find the absolute value of 5, -10, and 12.",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_absolute_value_word_problems_exercise?e=5|*|||,Absolute value word problems,Learn to solve word problems that ask us to apply our new absolute value knowledge.,Khan Academy,English  2016-09-29
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_absolute_value_word_problems_hindi?e=6|*|||,Absolute value word problems (Hindi),Learn to solve word problems that ask us to apply our new absolute value knowledge.,Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_abstract_ness?e=7|*|||,Abstract-ness,The general idea behind the word 'abstract',Khan Academy,English  2016-11-12
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_abstract_ness_hindi?e=8|*|||,Abstract-ness (Hindi),The general idea behind the word 'abstract'.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_acute_right_and_obtuse_angles?e=9|*|||,"Acute, right, & obtuse angles",Acute angles measure less than 90 degrees. Right angles measure 90 degrees. Obtuse angles measure more than 90 degrees. Learn about angles types and see examples of each.,Khan Academy,English  2017-04-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_acute_right_obtuse_angles_hindi?e=10|*|||,"Acute, right, & obtuse angles (Hindi)",Acute angles measure less than 90 degrees. Right angles measure 90 degrees. Obtuse angles measure more than 90 degrees. Learn about angles types and see examples of each.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_and_subtracting_3_fractions_hindi?e=11|*|||,Adding and subtracting 3 fractions (Hindi),Supriya solves 1/4+3/5 -3/10 by rewriting each fraction to have a common denominator.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_and_subtracting_multiple_fractions_with_unlike_denominators?e=12|*|||,Adding and subtracting 3 fractions,Sal solves 1/4+3/5 -3/10 by rewriting each fraction to have a common denominator.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_and_subtracting_negative_number_examples?e=13|*|||,Adding & subtracting negative numbers,Learn how to add and subtract negative numbers. The problems solved in this video are 2 - 3 = -1 and -2 - 3 = -5 and -2 + 3 = 1 and 2 - (-3) = 5 and -2 - (-3).,Khan Academy,English  2017-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_and_subtracting_the_same_thing_from_both_sides?e=14|*|||,One-step addition & subtraction equations,Learn how to solve one-step addition and subtraction equations by adding or subtracting the same thing from both sides of the equation.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_decimals?e=15|*|||,Adding three decimals,"Sal adds 7.056+605.7+5.67 using the ""standard algorithm"".",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_decimals_0822565_hindi?e=16|*|||,Adding decimals: 0.822+5.65 (Hindi),"Supriya solves 0.822+5.65 using ""standard algorithm"".",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_decimals_90871531_hindi?e=17|*|||,Adding decimals: 9.087+15.31 (Hindi),"Supriya solves 9.087+15.31 using the ""standard algorithm"".",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_decimals_example_1?e=18|*|||,Adding decimals: 9.087+15.31,"Sal solves 9.087+15.31 using the ""standard algorithm"".",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_decimals_example_2?e=19|*|||,Adding decimals: 0.822+5.65,"Sal solves 0.822+5.65 using ""standard algorithm"".",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_decimals_word_problem?e=0|*|||,Adding decimals word problem,Here's a simple word problem asking us to put our adding decimals skill to work.,Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_decimals_word_problem_hindi?e=1|*|||,Adding decimals word problem (Hindi),Here's a simple word problem asking us to put our adding decimals skill to work.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_fractions_with_like_denominators?e=2|*|||,Adding fractions with like denominators,Sal adds 3/15+7/15.,Khan Academy,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_fractions_with_like_denominators_hindi?e=3|*|||,Adding fractions with like denominators (Hindi),Supriya adds 3/15+7/15.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_fractions_with_unlike_denominators_hindi?e=4|*|||,Adding fractions with unlike denominators (Hindi),Supriya adds fractions like 3/4 and 1/5.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_fractions_with_unlike_denominators_word_problem?e=5|*|||,Adding fractions word problem: paint,Sal solves a word problem by adding mixed numbers with unlike denominators.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_integers_with_different_signs?e=6|*|||,Adding numbers with different signs,Use a number line to add 15 + (-46) + 29,Khan Academy,English  2017-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_mixed_numbers_19_318_18_23_hindi?e=7|*|||,Adding mixed numbers: 19 3/18 + 18 2/3 (Hindi),Supriya adds 19 3/18 + 18 2/3 by rewriting each mixed number to have a common denominator.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_mixed_numbers_2?e=8|*|||,Intro to adding mixed numbers,Sal adds 2 mixed numbers with common (like) denominators.,Khan Academy,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_mixed_numbers_with_regrouping?e=9|*|||,Adding mixed numbers with regrouping,Sal adds 2 2/3 + 8 3/4.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_mixed_numbers_with_regrouping_hindi?e=10|*|||,Adding mixed numbers with regrouping (Hindi),Supriya adds 2 2/3 + 8 3/4.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_multi_digit_numbers_with_place_value?e=11|*|||,Relate place value to standard algorithm for multi-digit addition,Transition from a place value chart to standard algorithm when adding multi-digit numbers.,Khan Academy,English  2017-10-17
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_multi_digit_numbers_with_regrouping?e=12|*|||,"Adding multi-digit numbers: 48,029+233,930","Add 48,029+233,930 using the standard algorithm.",Khan Academy,English  2017-10-17
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_negative_numbers?e=13|*|||,Adding negative numbers example,Use a number line to add -15 + (-46) + (-29),Khan Academy,English  2017-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_negative_numbers_example_hindi?e=14|*|||,Adding negative numbers example (Hindi),Use a number line to add -15 + (-46) + (-29).,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_negative_numbers_on_number_line_examples?e=15|*|||,Adding negative numbers on the number line,Sal shows how to model 6 + (-2) using vertical number lines.,Khan Academy,English  2017-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_negative_numbers_on_the_number_line_hindi?e=16|*|||,Adding negative numbers on the number line (Hindi),Supriya shows how to model 6 + (-2) using vertical number lines.,Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_numbers_with_different_signs_hindi?e=17|*|||,Adding numbers with different signs (Hindi),Use a number line to add 15 + (-46) + 29.,Khan Academy,Hindi  2018-07-23
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_numbers_with_different_signs_hindi_class_6_india_khan_academy?e=18|*|||,Adding numbers with different signs (Hindi),Use a number line to add 15 + (-46) + 29.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_adding_small_fractions_with_unlike_denominators?e=19|*|||,Adding fractions with unlike denominators,Sal adds fractions like 3/4 and 1/5.,Khan Academy,English  2017-03-05
